18.06.2021 03:00;2,84463;5,34444;14,0824;12,9814;8,56816;6,5794;8,21823;13,6628;28,3111;8,88708;8,79095;;16,365918;8,3;11,8;11,7;10,4;11,846592;10,8;7,5;;14,8;19,036488;;27,1;4,34251;30,2;17;20,2;26,1;34,5;17,5;11,7;19,9;17,7;28,7;51,3;7,8;10,5;10,9042;3,77195;5,83139;6,07272;19,9;9,47209;10,6573;24,1541;39,1551;12,4126;;27,1716;10,7598;9,3621;19,034;1,10774;14,1297;15,5539;9,15151;8,23063;11,3;9,780032;8,186688;12,426704;12,46672;25,40008;14,42;15,106736;18,020048;34,54026;32,786768;42,353408;26,793424;7,54754;21,3013;10,1495;5,8;6,9;2;16,7;16,4;6,35301;1,59918;9,38279;7,98472;14,5746;10,6163;5,9812;8,52348;26,5646;15,3235;34,2364;14,5022;13,2008;4,10923;3,77833;8,09215;7,2;12,7;7;29;8,58735;13,7505;8,74368;20,0446;17,2531;49,866;80,3206;11,7158;18,6784;17,5601;32,0811;3,77461;16,7194;18,7375;3,33113;7,32296;10,4114;5,1146;11,8727;3,42142;13,1737;25,2936;2,77113;15,1753;14,0823;7,6078;14,5073;6,06218;7,59625;14,6996;8,22034;5,13691;9,61417;6,28183;6,31922;5,57029;91,6786;18,258;17,4555
18.06.2021 04:00;2,17012;7,87691;14,7596;11,5979;10,2423;7,19815;8,51466;19,2193;45,1746;11,4821;8,32517;;22,152285;7,8;18,4;14,1;10,7;13,919326;12,8;8,846592;;12,546592;21,276263;;22,4;3,07993;29,6;16,7;17,2;22,2;42,3;21,9;17;26,4;22,8;25,5;42,1;11,9;10;12,0807;5,0822;6,29319;6,35793;20,3;11,0839;12,7865;20,7583;46,068;15,518;;27,2991;8,77289;9,4837;18,2601;;17,362;18,6872;9,54674;8,98746;17,7;8,780032;11,36672;11,673376;11,306736;18,793424;14,06;18,70008;15,326704;21,31347;35,546832;27,373376;22,693424;8,38404;23,2913;10,6551;2,3;8,4;1,9;14,1;14,6;6,7513;0,9629;8,75825;9,47874;13,4751;10,8213;6,96685;14,1259;31,0841;20,879;25,7865;11,2236;12,8771;5,13534;4,59879;;4,5;15,3;8;33;16,3057;19,3999;13,2188;35,6559;16,7797;62,8687;77,2099;13,8668;36,7874;14,4622;38,8455;3,71718;21,595;19,4974;4,11877;9,93443;16,4469;5,63615;19,9283;3,72043;19,8428;32,7866;3,20196;11,1641;14,958;8,1792;14,9496;5,49744;10,1404;14,8621;8,76034;6,03555;3,38158;9,57434;6,9604;6,98146;89,9454;25,0159;10,8857
18.06.2021 05:00;1,84933;11,4072;12,6176;14,4643;17,3813;6,48115;10,0416;24,7923;96,3002;14,7282;13,2417;;26,911387;8,3;27,3;16,4;10,9;19,176183;11,8;22,21251;;11,938653;24,155814;;21,7;2,23821;17,2;13,3;14,6;18,7;45;24,7;34,5;44,8;26,8;23,7;48,7;17,8;12,5;20,3846;6,69412;5,55364;6,79504;21,7;20,1027;12,8008;27,7105;58,3918;17,8545;33,9863;34,1404;12,3319;16,5745;21,5929;;16,1198;27,8641;9,90618;18,2453;18,3;7,613392;10,020048;11,653408;8,386768;22,693504;24,04;30,040176;18,413392;25,0935;47,020449;29,026784;19,220128;16,2477;25,3765;18,3414;5,1;14,7;1,5;9,5;19,3;5,78185;0,78498;9,25371;13,8726;1,4958;20,8864;9,89234;20,162;31,7128;28,6445;29,256;14,101;15,3635;5,03154;7,0868;14,3682;3,2;26,1;10;16;13,703;33,3278;12,0913;51,8923;24,7813;61,6721;79,4306;18,6856;44,1414;20,007;35,1702;3,79851;22,124;22,7696;3,68113;15,0347;15,5223;8,3326;26,2075;7,53116;34,0177;32,1269;3,44179;12,5898;23,8133;8,925;17,1349;5,8216;16,7169;22,6126;11,3802;6,98146;4,44487;14,9391;10,1878;9,6556;81,7534;40,9152;6,71059
18.06.2021 06:00;2,11223;14,4165;11,4725;14,2864;17,93;6,86939;12,1655;25,2846;89,3196;11,3945;16,1649;;31,176183;8,8;20;12,6;10,1;23,179631;11,6;22,92502;;11,878428;23,18765;;21;3,4;18,2;17,5;14,9;16,2;43,7;30;36,4;51,3;29,2;17,1;25,8;13,7;17,7;29,4315;8,20195;6,02004;7,78237;20,7;15,9222;18,1019;29,844;75,4955;26,3267;32,812;49,4937;14,4563;19,1531;31,1231;;18,7068;32,3443;10,0939;18,3154;17,1;6,286768;8,660064;12,186768;7,666881;30,353649;22,01;23,840176;22,83344;45,16728;37,966961;23,906816;19,740176;17,4724;20,2826;16,4468;5,9;21,6;1,9;8,4;20,8;11,6569;1,75267;11,7652;15,8887;3,7184;40,8381;17,6164;21,153;27,9884;37,5622;25,1147;11,3665;21,0871;5,63955;10,6938;13,3118;5,1;23,1;20,4;6;20,6851;43,0683;14,826;49,0858;25,4479;40,2986;91,1498;23,158;36,0279;24,8395;24,9404;4,88463;;25,3403;5,0344;14,1716;15,8096;12,864;19,9858;5,93039;35,1718;24,6637;3,5583;14,5086;23,3339;9,7105;17,1394;6,44866;17,4979;29,1644;16,4741;6,70209;10,1262;23,3854;11,8627;15,4814;67,9123;46,2911;5,02803
18.06.2021 07:00;2,22907;6,88001;12,7461;19,4381;20,1916;5,27181;18,8966;17,345;68,9159;12,692;19,4934;;37,960305;12,2;20,1;12;10,7;23,038733;13;23,917081;20,3;11,457979;21,102406;;22,4;2,3;22,6;15,7;11,9;13,7;39;18,6;29,5;40,4;25,5;12;17,6;9,9;13,2;35,6811;6,17895;6,89441;7,33889;19,9;17,863;23,6766;27,6747;78,8639;29,8601;38,2745;56,6547;17,4034;28,4725;22,1941;1,37659;17,5314;30,842;10,6199;8,971;14;6,93344;7,560064;16,146832;11,380112;18,113553;18,8;19,006816;25,840176;57,60136;40,167041;26,366961;18,660225;19,8746;16,9281;18,3434;4,6;24,2;2,3;7,7;23,7;21,247;0,55501;11,7125;8,84566;9,0869;54,4436;26,4175;19,3792;29,117;32,1231;30,1541;13,8066;23,1765;5,58702;13,7504;17,2932;5;22,9;28,3;25;25,2131;46,8929;23,4134;33,7183;25,3603;32,0642;83,7238;20,8445;36,3099;27,0999;22,9631;6,33889;;27,5316;5,60694;9,82343;15,9509;14,7888;12,3905;4,4061;25,4285;15,8415;3,13322;12,0489;22,0828;8,3746;15,4058;5,95788;14,3758;32,9671;17,6968;9,55416;13,939;18,8321;11,5401;13,2194;25,0762;60,3783;4,1655
18.06.2021 08:00;2,31352;4,54259;12,8672;16,9127;22,1542;3,53932;16,7169;6,31704;81,44;12,7026;17,0593;;33,921652;11;25,5;10,6;10,4;19,806897;8,5;19,651163;20,9;11,811387;16,122855;;13,3;2;27,7;15,4;11,9;7,9;21,4;15;23,8;28,8;16,4;9,6;9,9;9,9;11;34,6338;5,99306;5,42583;7,21461;19,9;15,1419;;26,9325;81,0651;37,3785;39,3452;57,6034;19,2926;32,6024;16,9308;4,34911;7,71386;18,1174;11,5379;13,3431;7,6;8,986768;5,773376;12,873456;8,306736;14,486848;15,07;14,0668;15,146752;52,15437;27,053569;20,073536;13,953488;17,8028;21,6863;16,3934;4,1;15,5;1,1;8,3;13,6;20,9637;0,91564;6,09668;6,23312;21,8155;;29,7088;14,9474;27,239;23,5842;24,3205;9,4992;17,7394;5,39838;12,4267;18,1772;5;10,6;24,5;27;25,8513;20,9624;26,8822;15,4825;23,5673;27,2465;81,4539;25,6081;29,4943;25,9288;18,403;6,75202;;25,1935;4,45177;19,3792;8,82282;15,7958;12,4958;3,91854;18,351;9,24664;2,83362;9,6033;11,4664;6,9274;14,6148;3,95146;11,0397;33,3357;14,1933;10,5149;15,9801;14,2322;9,74428;14,7798;12,6016;58,1561;7,21036
18.06.2021 09:00;2,04318;1,96883;10,0778;8,55036;18,1521;2,48613;12,2147;5,4662;80,1501;9,97374;16,9361;;25,410265;6,4;24,1;6,7;5,4;15,781877;4,1;14,638653;20,2;5,452285;15,703528;;8,1;2,2;22,3;10,9;6,9;4,9;11,8;12;15,7;25,2;9,6;;10,1;8;9,5;32,4466;4,96536;3,64804;6,40892;19,5;13,3097;12,7355;23,9605;80,713;36,4826;32,4403;51,0846;17,7513;30,8614;12,3467;8,91773;4,81665;19,589;11,8015;8,92267;4,6;6,960064;3,980032;7,160064;3,980032;8,726784;10,9;10,786768;10,013392;42,35429;13,43344;9,093424;8,780112;14,4509;7,61454;15,4623;1,3;9,9;1;6,3;10,3;19,7646;0,63096;3,93476;6,31066;19,5351;;9,82502;11,6045;18,8723;17,2806;15,0416;14,9188;;5,06414;15,9137;22,1302;4;10,1;12,7;16;22,2289;21,2641;23,5139;;13,941;12,8067;83,6531;18,6133;18,1175;27,493;12,5135;7,92949;14,8663;18,089;4,56543;7,27728;3,77036;10,4953;9,22783;4,57234;9,28913;7,24807;2,52949;6,3013;9,31689;5,5478;13,0318;2,34973;10,5007;20,2884;9,38966;9,27904;13,4844;12,4488;7,79527;12,4859;10,8028;55,8437;5,33501
18.06.2021 10:00;2,20942;1,68415;3,12187;8,7628;13,1111;1,97361;9,31808;4,48948;71,0534;7,93852;12,7663;;12,645469;3,1;24,5;5;3,4;13,888693;2,9;10,045469;10,5;4,352285;16,85012;;7;2,5;19,4;9,4;5,6;3,3;7,5;11,8;13,7;27,4;7,9;;10,1;8;9,4;28,159;2,65662;3,20669;5,8863;17,6;12,3198;12,231;28,9311;80,2365;27,2927;24,8183;56,0859;9,73102;21,1007;5,17515;2,7494;4,85914;20,2087;9,15318;6,18532;3,9;3,326704;2,686688;2,93336;3,23336;4,660064;9,76;10,686768;8,660064;33,16055;6,773376;3,020048;4,66672;14,1004;7,14451;10,8286;2,3;9,4;1;6,3;35,7;12,8562;0,92307;3,72407;3,67688;16,3699;;3,43465;11,7511;13,6439;15,9674;10,9188;17,3865;13,0966;3,03051;12,3491;19,8251;2;9,4;12,9;5;16,8482;34,8117;10,0564;9,31935;7,03358;11,9436;87,7114;12,1046;15,0071;12,3239;8,76015;4,04866;8,50893;9,07037;2,7177;4,06034;2,65396;6,4137;8,64566;2,73735;6,50239;5,54374;1,94638;4,96051;7,69027;4,3682;10,2158;3,13041;8,46175;13,2911;9,51136;8,24922;11,8687;12,804;9,37598;10,2812;26,3648;42,1049;5,32173
18.06.2021 11:00;3,17445;1,20828;2,62794;7,94915;11,1282;1,94865;7,40413;4,7342;69,3355;5,22953;8,06227;;11,052285;3,8;9;4,6;3,2;13,169366;3,7;7,598877;11,1;3,965918;22,595589;;5,9;2,5;14,3;6;5;2,8;7,2;8,6;15,2;24;8;;8,6;9,2;6,6;30,02;2,16853;2,54099;6,87683;16;8,85649;10,9855;5,98703;82,574;8,6109;10,9159;37,9686;5,88843;13,0235;6,21825;1,01639;4,40132;19,3901;4,87558;7,3442;4,8;1,780032;2,186688;1,486688;2,786688;3,320048;8,53;9,80008;6,53336;51,83448;6,320048;2,76672;3,860064;12,4231;5,62925;10,4128;0,7;19,6;0,6;2,7;8;9,11911;0,6522;2,4873;3,71725;10,2203;;1,92163;9,94494;11,3074;14,104;10,4347;13,4171;13,4606;2,42366;13,8551;15,4857;3;9,1;13,5;6;17,4459;36,4196;8,7713;8,33907;4,04742;7,05156;66,3183;10,7922;10,4679;9,62958;9,22806;4,04176;7,05847;6,1312;1,67353;2,8048;1,95768;5,48425;7,61792;3,36937;6,10618;5,78539;1,44442;4,78062;6,62991;3,2176;8,45858;5,4487;8,00321;12,5055;7,13718;7,98897;12,8747;14,3782;8,99184;9,78944;68,1534;40,4149;2,96785
18.06.2021 12:00;2,48719;1,36124;2,86694;6,25411;11,0605;2,0145;7,81136;5,31802;79,2158;;5,38706;;11,645469;3,5;15,2;3,9;3,5;13,861427;3;8,185245;10,3;3,179551;22,102406;;4,8;0,89911;13;6,2;5,4;2,3;6,6;9,2;15,7;25,5;7,2;5,1;8,7;7,2;6,1;38,6272;2,21792;2,86657;6,78601;15,5;8,72329;11,9797;7,62442;76,5533;4,65731;4,76566;33,0914;5,94951;7,34649;5,37166;0,84431;3,79798;19,407;4,40103;6,90338;3;1,680032;2,140016;1,286688;2,586688;3,46672;6,5;9,006736;6,973376;41,63416;5,673376;2,120048;3,073376;10,4543;3,8155;9,93065;0,6;11,3;0,5;2,5;6,5;7,95425;1,61936;2,57644;1,77837;11,0795;46,3639;1,84242;9,4922;8,76154;11,1941;7,54339;11,6184;9,09844;1,78653;11,8347;8,81468;2;11,3;17,8;9;22,5519;32,7467;8,12653;6,81624;4,36141;7,38563;85,3088;10,6578;7,18585;6,65907;8,34004;4,68652;7,48548;7,54964;2,11542;3,65882;4,04282;5,21126;6,17181;3,29661;5,147;5,23357;1,24293;3,8629;6,70326;2,696;9,14347;2,20622;7,11318;10,7263;7,50926;6,67235;12,5433;16,4411;8,70458;11,2686;47,8247;44,402;2,13719
18.06.2021 13:00;2,5743;1,18544;3,3136;4,89669;6,46454;1,89554;7,0295;4,53622;62,5602;3,7981;4,7391;;11,445469;3,5;17,1;4,4;2,9;12,548917;2,7;8,398877;11,2;4,465918;18,930794;;4,4;0,89911;14,3;5,2;6,3;2,2;7,6;12,4;15,2;23,9;7,7;4,7;8,8;7,2;6,9;39,9475;;2,14966;5,94313;15,6;9,55927;8,6672;5,70314;82,9824;5,50072;4,67198;35,3757;7,25445;5,71598;4,28129;0,81722;2,6768;22,1941;3,98858;3,46709;3,4;2,03336;2,140016;0,940016;3,386688;3,013392;6,64;9,053408;7,226704;28,99383;6,720048;2,86672;3,713392;9,67198;3,83037;10,5866;1,1;7,5;0,6;2,5;6,5;7,74691;1,11958;2,68376;3,19471;11,1184;;2,90783;9,43906;8,15416;9,7714;6,47227;6,65468;9,58147;1,96082;10,2416;13,3182;2;10;16,7;12;20,177;28,2822;8,64808;5,72312;4,51683;4,8411;81,1629;8,11644;6,95018;7,04731;7,66075;8,48662;6,81203;7,09984;1,78506;4,62651;3,39805;5,49222;6,01905;3,41292;5,96438;6,84974;1,44925;3,31589;6,59548;2,5237;8,51435;1,04878;5,50514;8,07395;7,6758;6,6851;11,0301;22,2785;9,37413;8,03146;46,3378;46,1934;
18.06.2021 14:00;2,45426;1,46002;2,8611;5,06574;6,76135;3,15905;6,60133;4,11133;46,958;3,16815;5,31005;;16,811387;3,5;18,2;5;2,8;13,361427;3,7;10,385245;11;4,719326;24,510345;;4,8;1,18606;13,5;6,3;6,5;2;8,3;12,1;16;24,3;10,3;4;11,5;8,7;6,1;60,7352;;1,90674;7,3681;15,7;12,7686;9,01242;4,56898;87,3508;4,78;5,40877;43,5607;9,72942;4,95596;4,15594;0,88042;3,08363;25,5579;5,54038;4,34236;3,1;2,186688;2,686688;1,446672;3,086688;3,953408;7,01;8,953408;8,16672;33,32711;7,320048;2,473376;3,773376;10,5409;5,38069;14,801;0,5;15,1;0,6;1,8;8;7,10349;0,93794;3,20643;2,5982;13,9871;;2,62634;8,3444;9,08197;11,9996;6,09917;7,17438;9,52674;2,49168;9,2835;14,0234;3;10,6;17;8;22,3602;40,6008;8,91184;6,77685;4,56248;6,24304;65,5087;5,84488;7,06376;7,63897;7,70961;10,0463;7,21727;6,44572;1,47596;3,58659;7,24382;6,26552;6,84979;3,59668;6,48487;6,16036;2,85289;3,06734;5,65362;2,3128;8,21544;0,90645;5,66232;8,7304;6,54763;6,64686;8,23169;12,1778;8,66083;9,79103;33,6252;40,5025;1,46587
18.06.2021 15:00;2,52915;1,11427;3,05548;5,21286;6,8742;2,71026;7,05841;3,92172;50,9452;2,67361;8,66402;;11,405694;3,7;17,2;4,7;2,7;20,713713;3,5;11,585245;13,8;5,619326;24,178508;;4,9;0,82259;14,5;6,5;5,5;1,9;9,4;13,2;14,8;27,3;9;2,8;13,7;8;7,8;49,0282;;2,01865;6,57834;16,2;13,3354;10,4507;5,76367;78,648;5,35785;7,05766;40,6135;9,47343;3,37325;4,87666;1,43968;3,61952;18,8341;4,79249;3,47187;3,1;2,040016;2,926704;1,446672;3,186688;3,313392;7,49;10,086768;9,53336;37,57386;8,173376;2,373376;4,613392;10,8696;5,94366;18,3491;0,1;9,3;0,7;3,5;7,5;7,91798;1,00964;3,04511;3,2265;13,5105;;3,95837;8,34068;8,77801;11,9531;6,48827;6,86404;9,13989;1,97464;8,6198;14,8794;2;10,8;21,7;13;27,9984;42,9812;4,8108;6,18795;5,42772;6,24958;85,2651;6,09291;7,25977;6,89064;7,78237;7,4175;7,01014;6,50765;1,34849;3,25624;5,72007;6,82531;8,24979;4,71945;7,86416;6,78335;1,56436;2,66744;5,75311;2,5059;7,8244;0,95286;6,83393;8,55939;5,06494;8,94072;;17,6159;7,99567;9,80219;39,9839;46,8583;1,54819
18.06.2021 16:00;1,99857;1,08134;2,95723;5,61491;5,71431;2,52756;5,18245;4,1995;72,493;2,8919;7,04625;;10,919326;3,5;12,3;4,6;2,9;17,655734;3,3;10,652285;7,5;5,319326;18,573937;;5;0,72694;13,2;7,1;5,4;2,2;8,5;12,2;12,1;34,2;8,6;2,5;13,8;9,7;7,1;32,1917;;1,89968;5,68979;17,4;11,2723;10,5696;5,45989;85,0543;3,84259;9,01083;26,315;9,74908;4,19754;5,60375;1,93255;3,77886;23,7498;4,94568;5,2341;3,3;2,03336;2,540016;1,486688;3,886688;5,260064;7,65;8,840176;9,640016;34,6737;10,46672;3,173376;5,120048;9,84141;5,69032;20,3546;0,3;10,1;1,1;3;8,3;8,35619;1,04523;2,86896;3,27218;12,7621;41,7759;3,18082;6,79062;7,15887;10,4548;5,88487;6,15145;10,5529;2,68245;7,1665;15,7748;2;12,3;13,4;4;24,7181;46,042;6,08653;6,24419;5,64121;5,0992;96,6042;5,69829;7,02946;7,24807;9,20956;5,42742;6,83274;5,16766;1,11162;3,43045;8,64968;6,60808;7,86756;2,66777;6,7722;5,18577;1,62318;2,93701;5,88601;2,6928;7,68969;0,84046;6,46099;8,26728;5,65851;7,69952;4,65755;13,4647;8,29782;10,0072;49,8131;33,4457;2,12922
18.06.2021 17:00;2,2466;1,26277;3,33963;5,37484;6,78721;2,65927;5,22154;4,08;81,1554;2,25457;6,31597;;10,026143;3,3;11,6;4,6;3,5;17,730714;3,6;10,459102;7,7;4,226143;13,608019;;5,7;1,12867;14,3;6,1;7,2;2,7;8,2;10,8;11,7;34,8;7,8;2,7;12,3;8,7;7;41,9126;;2,15663;9,25992;17,9;10,636;9,64923;7,87465;82,6265;4,03698;7,03191;28,3698;10,5383;4,61764;6,26605;3,57209;3,0661;33,442;5,29528;3,68857;3,4;2,240016;2,293344;1,740016;3,986688;5,113392;7,47;8,686848;8,293344;35,20706;11,220048;3,473376;5,626704;8,50991;3,8803;11,0807;0,3;4,7;1;2,3;6,8;7,63906;1,25555;2,64584;2,95032;12,1465;31,5902;3,50108;7,77422;9,14999;10,7313;6,19204;9,54012;9,42578;1,88643;4,52918;12,603;2;13,3;18,5;3;24,8525;44,2663;8,12115;6,46763;5,5491;6,53834;93,5222;6,21185;6,74725;7,99368;9,52259;5,28502;6,92615;6,87312;1,37997;3,52819;7,45627;6,53479;6,52708;3,83887;6,62296;5,1932;1,57914;3,47688;7,12813;2,2601;7,48304;1,11705;6,17222;10,0014;5,69464;7,43184;4,16922;8,70863;6,61544;10,7895;34,4199;30,9101;2,12285
18.06.2021 18:00;2,15259;1,29719;3,22809;7,07652;7,95178;3,26952;5,66479;4,77894;75,3976;2,33423;5,92242;;10,279551;3,6;10,8;5,2;4;11,764796;3,7;10,872735;6,5;4,826143;19,567121;;9,6;1,03302;15,8;7,2;6,5;3,3;12,3;11,5;15,3;34,1;7,9;2,8;13,9;9,7;8,3;30,9765;;2,25494;5,53046;17,1;9,9804;8,74952;6,71843;89,6091;5,47735;7,57258;30,0062;11,3966;5,36332;6,67447;3,50039;3,71194;36,8474;5,10288;2,08886;4,4;2,380032;2,593344;1,840016;4,240016;5,906736;8,21;9,273536;9,393344;30,98035;10,226704;4,873376;5,973376;11,67;4,3174;11,0682;0,9;6,4;1,5;3,6;9,8;7,64607;1,44409;3,01183;3,08469;13,8679;28,2681;3,42982;8,37203;8,37416;9,47455;5,85343;6,06514;8,58512;2,25043;4,72898;20,9192;2;16,5;23,2;4;23,6751;34,8767;6,14957;7,22124;7,11951;10,5181;85,7298;7,16408;7,89639;6,78169;9,5162;5,63552;7,85444;6,48618;1,76167;3,68614;9,02411;7,61879;7,18482;4,16444;9,12821;5,30739;1,94757;4,30862;6,74464;2,5122;8,22902;1,33115;7,60869;8,88124;9,38515;5,94579;6,86142;10,2591;6,26588;10,218;49,2144;28,0889;1,59174
18.06.2021 19:00;2,19561;2,23523;3,99289;5,62287;11,5639;3,29289;8,96894;6,58418;111,954;3,78045;8,57266;;12,232959;3,5;15,3;6,9;5,2;17,944346;5;10,332959;12,4;4,832959;14,454611;;19,7;1,51127;27,6;9,7;10,3;5,2;13,9;14,8;13,9;36,8;11;4;24,5;12,8;12,7;29,8128;;2,3164;5,81673;16,9;10,1928;8,91523;11,876;83,0366;9,10484;7,80946;34,2179;10,9026;7,41607;11,9043;2,69788;6,81787;41,9011;4,44999;2,79842;6,3;4,83336;2,993344;2,946672;6,040016;8,220048;7,26;11,673456;12,893344;28,03352;11,980032;4,580032;8,820048;15,1939;7,02872;17,7499;2,6;5,7;3,2;5,7;13,6;7,90511;2,74903;2,55458;3,35768;18,8757;44,3964;6,33371;11,4169;11,1863;15,4806;13,0622;7,66166;13,0631;2,29613;3,99673;21,4049;3;16,1;23,9;5;26,7086;19,9533;8,33526;9,78405;9,16037;16,2143;93,6673;9,04854;9,34396;11,6515;12,8296;6,01454;10,1426;11,3913;1,66822;4,15223;11,378;10,4565;11,637;4,21065;10,2616;9,91531;1,92391;7,00846;12,2895;2,7325;8,56947;4,74831;8,51435;12,1545;13,5021;5,74131;13,0701;10,3195;7,44921;7,73988;55,1652;34,2498;1,91678
18.06.2021 20:00;3,03689;5,19041;6,28304;7,37979;17,2581;4,38273;11,7168;11,8055;92,8749;6,58047;14,0596;;17,779551;3,8;16,5;9;7,3;26,417081;6,7;8,793184;24,1;7,593184;11,920529;;15,5;1,7217;29,4;14,6;14,4;7,8;17,7;31;24,5;60;19,4;13,6;31,5;28,2;20,3;25,2357;;2,75429;7,01757;19,5;8,96439;11,395;17,7078;79,8988;14,1143;8,95878;29,9085;24,1502;7,93709;12,5209;3,59759;8,59816;44,5618;5,51929;8,2285;11,8;5,280032;4,540016;4,446672;11,086688;12,260064;10,6;13,613392;16,293344;26,58011;20,173376;8,280032;13,720048;33,5677;14,8801;19,6906;4,2;10,6;3,6;3,2;21,1;11,6141;4,63288;5,66022;4,79965;31,2919;50,9243;9,38968;17,5789;;21,1546;19,2824;10,1518;35,94;3,06399;7,4019;22,5165;3;20,1;15,4;8;55,1879;41,731;11,2776;16,0835;12,1512;24,4348;100,943;13,0085;40,717;15,6789;25,9559;6,78654;24,6239;19,3404;2,18605;14,0729;15,697;13,2491;10,6007;14,1079;14,5694;11,8087;2,6366;12,0936;21,9507;2,4758;15,7877;10,3024;14,5289;24,003;24,3724;6,92888;18,684;16,4012;8,69081;13,5279;37,5532;35,047;2,58598
18.06.2021 21:00;4,02954;18,7403;43,0492;13,5412;20,2888;6,02333;30,7713;23,5086;116,365;20,836;23,2011;;20,326143;4,4;13,8;10,6;8,3;36,93753;11;8,646592;27,7;17,139775;13,40008;;16,1;1,5304;39,6;20,4;21,1;11;19;39,5;20,7;34,2;17,3;36,5;25,3;40,9;20,7;21,2078;;2,74744;9,20362;22,5;23,5815;11,7158;23,4962;83,1919;20,4413;9,62214;40,4229;30,8103;8,4884;14,6465;6,03432;21,6215;55,7938;6,11778;21,2152;20,7;7,626704;6,080032;5,986688;14,33336;27,553408;13,18;17,626704;15,493344;30,55349;20,780032;18,43336;17,626704;48,1074;43,5931;40,6638;13,2;15;5,5;4,1;46,7;9,60223;3,79107;5,76424;5,31855;21,9656;55,4924;7,94823;30,9624;;64,4229;56,1954;;45,6075;3,44818;14,0857;22,7036;3;18,5;15,5;8;73,59;88,5978;11,3828;15,1398;11,6809;26,3734;108,165;29,3635;61,7982;25,0499;39,478;4,72301;48,2429;25,7074;2,55093;28,8654;12,9735;15,2418;14,8354;11,7009;15,4192;11,933;1,95206;13,4698;17,2265;3,8434;24,6403;12,0967;15,2294;60,1945;29,8791;9,9732;33,2874;20,2428;15,9649;11,1395;25,8146;34,4797;4,39123
18.06.2021 22:00;2,47604;15,4182;33,4573;25,8816;21,2846;9,27001;32,2004;17,6701;88,8898;39,4504;31,7748;;26,81251;6,1;10,6;14,6;9,8;28,845469;9,9;12,346592;28,7;17,593184;17,159182;;18,6;1,70257;36,2;22,9;34,4;15,2;17,2;30,1;24,8;20,9;13,8;13,2;22,5;14,3;12,3;18,343;;3,15873;10,5484;26,3;31,0214;7,98419;25,3067;84,8558;17,7702;12,9352;30,5925;39,2125;8,5139;18,5629;4,99919;30,439;35,0177;7,59247;33,4881;26,1;8,480032;6,140016;9,53336;15,326704;15,86672;12,21;15,526704;18,03336;27,6401;18,43336;18,63336;14,573376;48,6332;49,1267;37,1827;27,1;25,9;4,4;5,4;30;9,08326;4,19365;3,69209;11,5288;31,181;51,3056;6,1338;24,7664;;72,0034;38,8613;30,2914;38,5613;3,80368;14,9853;23,4327;4;15,3;11;7;39,088;82,3185;8,954;11,9412;11,1736;22,6646;113,337;58,5438;59,5327;19,9979;39,4716;6,24835;31,3414;20,1704;3,11497;27,4903;10,6058;12,4461;16,3037;6,07166;12,8901;10,3992;1,95204;16,398;11,5748;5,2509;14,8198;17,2563;13,1435;69,1071;22,1967;10,1453;31,0626;20,6671;13,6309;11,4407;30,4013;30,2632;4,49214
18.06.2021 23:00;2,42665;8,45848;21,5567;13,5678;26,335;9,84627;27,6633;20,6007;86,0901;38,257;26,589;;15,472735;7,7;8,1;13;8,8;15,405694;10,7;11,593184;15,9;8,6;15,858059;;29,3;1,85561;48,6;19,5;14,8;14,1;13,1;12,9;16,2;16,6;11,3;8,5;17,9;9,9;8,2;13,1402;;4,80812;11,2893;40,5;25,9245;6,08422;24,9977;75,4553;15,6586;18,4853;32,2756;36,874;11,9778;26,3261;5,63599;31,9639;34,6744;8,96653;41,2248;26,7;10,820048;5,940016;9,886688;17,520048;13,913392;11,57;13,126704;16,43336;27,82013;20,926704;20,43336;12,320048;38,6266;41,5324;30,6507;25,9;26,6;3,2;8,8;28,3;11,0779;2,69804;3,15835;26,4451;14,6169;40,6606;6,71696;11,8431;;62,3456;31,8025;44,2398;26,0508;4,55879;6,4475;26,4031;8;15,5;10,1;7;15,2933;58,2868;10,2887;10,9577;15,8965;24,9824;78,0102;30,0327;40,0432;19,9979;35,2233;4,71928;42,0592;22,5952;4,01679;15,2078;7,94595;9,07191;13,6247;7,37023;9,83883;7,85991;2,01816;13,5822;11,3762;6,9448;14,6049;12,7698;13,1601;66,6353;20,525;12,1412;15,3087;15,1638;10,9704;7,50194;59,6059;37,1565;3,89251
