Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135
15.08.2016 14:00;5,68236;2,07133;2,30377;2,42505;4,11983;4,69821;0,68735;2,24607;2,7272;6,59341;2,28909;17,2654;4,15701;2,78515;3,12665;4,48576;6,2;4,4;1,5;;0,4;0,7;2,5;11,4;0,6;1,8;6,1;2,9;0,8;2,3;0,8;3,7;4,8;6,9;7,13549;2,9;5,8;5,14;3,2;;0,68742;2,0708;0,03346;1,44993;4,66528;2,43833;45,6235;10,8171;9,29657;17,0901;4,7899;7,66287;4,92247;1,93378;4,93533;4,9221;2,9312;1,415;2,84;0,73;4,284;3,81;4,63;2,16;5,0;7,43;2,66;37,2;6,96;11,72;5,506691;4,92924;5,01043;3,44167;4,1;5,8;;0,9;2,90174;1,85464;6,11468;3,07726;2,97493;1,17694;2,5657;3,41465;2,54028;5,56174;3,46426;2,93067;2,30472;5,91488;;5,07617;3,34409;3,0;4,05238;5,1;0,9;4,0;2,9;3,51967;2,85154;16,816;2,4378;2,1341;2,31724;4,97917;17,8469;4,13792;4,93084;4,4385;4,32127;1,91147;2,14516;2,92483;2,69751;2,06868;3,26208;2,39406;;7,7983;1,0;1,70191;;1,65756;1,3533;0,90953;3,59987;2,58559;21,2907;5,37325;1,62043;13,7866;1,04257
15.08.2016 15:00;6,77007;1,59546;2,31402;1,98848;5,44654;4,28129;0,50355;1,60502;3,04214;6,91938;2,30662;17,1549;4,10283;1,56943;2,66458;6,80619;8,4;3,9;1,6;;0,4;0,8;5,0;15,0;0,3;2,2;5,2;3,1;1,0;2,8;1,0;5,3;5,0;10,5;10,50237;4,3;6,3;4,3;3,1;;0,91526;1,79303;0,9645;2,14728;4,70777;2,02938;43,7455;10,8453;11,1555;17,8873;5,19644;6,60915;3,96872;2,18552;4,50486;5,72952;2,89827;1,315;2,94;0,33;4,41;5,41;3,63;2,06;4,7;6,33;2,96;40,6;6,66;14,42;4,906544;5,53896;5,43233;3,01029;6,1;2,6;;0,9;3,28939;2,47338;5,87621;1,4903;2,29557;1,35646;2,56367;3,15557;2,85505;4,85226;3,5815;3,25613;2,31727;6,41678;;6,09344;3,23416;2,8;3,78817;3,7;0,4;3,0;3,1;3,08629;3,02096;13,1269;2,29493;2,0512;1,80578;5,43645;8,46857;4,16054;3,62643;3,59509;6,08932;3,0592;1,92528;3,26322;1,95502;1,11586;2,75275;1,83494;;4,92446;1,1;1,59422;;1,94981;1,06004;0,81764;4,4146;3,63389;17,9733;6,44185;2,28417;15,2742;1,41435
15.08.2016 16:00;6,64792;1,30494;2,41562;2,7894;6,57197;5,61384;0,75138;0,54173;3,34219;6,343;2,74638;22,6708;4,11558;1,9205;2,68742;9,97002;8,2;4,7;2,3;;0,0;0,7;9,0;14,6;0,4;2,2;5,9;5,1;1,2;3,5;0,7;4,0;3,3;6,2;5,49031;4,0;8,3;4,94;4,1;;0,87616;1,79781;2,83613;2,99458;4,74017;3,80169;52,9358;10,6583;8,50787;21,8754;5,58225;8,50309;4,09156;2,34432;4,83798;5,82949;3,33591;1,137;2,94;0,33;3,654;4,81;6,43;2,36;5,8;7,73;2,66;38,7;6,36;16,12;6,806398;5,37006;5,54138;2,45401;5,7;3,4;;1,6;3,3882;2,00282;5,52674;5,2973;3,20544;2,74478;2,53853;3,55529;3,30855;6,06643;3,67261;2,91698;2,2821;5,7121;;3,50533;3,21811;3,0;3,72609;3,1;0,5;3,0;2,6;2,85578;2,59235;15,9724;2,17084;1,98557;1,94068;5,20542;8,87912;3,81933;2,93386;2,71716;5,05765;3,83462;1,76488;2,81953;2,54827;1,34052;6,28411;2,1903;;4,43372;1,4;2,69727;;2,42367;1,41718;1,06264;3,70078;6,02788;24,5194;6,22993;2,64066;13,948;1,12383
15.08.2016 17:00;10,1841;3,20738;3,39948;3,52127;8,54505;6,12637;1,40208;1,58696;4,36219;6,05906;2,79524;30,2368;4,48364;3,67423;2,82073;6,33775;10,0;4,2;6,0;;0,3;0,9;5,5;16,1;0,4;3,0;5,4;5,3;2,1;3,8;0,7;4,3;5,1;10,7;5,75813;3,6;8,1;7,66;6,6;;0,94586;2,36917;1,24174;1,8488;4,56862;3,9989;41,8675;10,1049;9,81068;23,4592;6,73278;10,107;3,72435;2,74053;6,84373;4,87484;4,59517;1,453;3,04;0,33;4,41;5,41;5,83;5,86;6,7;9,43;3,16;32,7;10,56;12,02;5,906251;3,89358;5,5746;3,00922;4,7;3,1;;1,7;3,8106;2,58492;5,75937;6,00421;2,92047;4,07468;2,60132;3,62139;3,28265;6,89796;3,55431;3,62464;2,21327;6,79238;;5,02272;3,51918;3,4;3,18811;5,9;1,0;4,0;3,0;4,30359;4,57234;14,2072;2,373;2,41338;2,69167;5,87781;11,7954;6,38789;3,93978;3,67954;4,58663;8,08556;1,86154;3,26102;2,18234;1,97095;3,49206;3,01687;;5,60588;1,3;4,75792;;2,94613;1,13174;1,18194;8,65658;5,82958;23,6159;8,90726;2,22282;13,9682;2,53606
15.08.2016 18:00;9,06554;3,34547;4,5893;4,57074;11,0593;9,02039;2,29448;1,79038;5,66532;5,55408;4,12567;35,8758;5,47788;5,91711;3,96368;5,99943;12,1;6,6;8,3;;0,2;0,8;13,0;28,5;0,5;6,2;4,7;5,4;2,7;4,7;1,0;6,9;10,2;12,3;9,67978;4,5;10,1;8,15;8,9;;0,82152;3,34974;3,59881;1,81852;4,66953;4,47833;55,9733;22,1048;14,3549;26,4095;3,45117;10,0518;5,34171;5,73227;11,7476;6,69465;11,071;1,795;3,64;0,73;3,906;5,51;8,43;6,36;12,5;9,73;2,56;44,0;13,06;24,72;9,006104;5,97447;5,58033;3,59652;5,9;4,3;;3,4;;2,76815;7,76538;8,43404;7,27252;4,82674;4,51824;4,35147;5,07313;8,98672;3,72273;3,37744;2,393;6,30694;;5,08053;3,93301;3,3;4,83389;8,1;3,4;7,0;4,6;9,03632;6,70687;15,6035;3,72362;3,05913;3,45169;9,11918;9,17334;6,76137;4,76141;4,05621;10,7872;9,03473;2,8441;4,18936;4,60236;3,30192;5,33129;4,13794;;5,03653;1,1;7,28445;;4,39694;2,03202;1,13576;13,059;7,63759;32,923;8,5015;3,17067;18,2904;1,92793
15.08.2016 19:00;6,08175;4,60367;7,14048;12,1215;14,4112;9,63914;8,60757;4,44859;13,0912;6,03544;6,08335;42,0225;8,48131;9,47024;6,21001;9,98436;19,3;8,6;10,8;;1,5;1,1;21,5;32,1;0,6;7,0;8,1;14,2;5,3;12,1;1,7;12,0;12,7;21,0;11,72669;5,9;15,3;13,57;11,9;;1,41168;7,39413;7,5694;2,62528;8,48928;8,82494;69,1507;37,301;13,3426;39,9666;18,2878;18,2283;6,74462;14,1055;31,3665;10,0795;8,68154;2,821;4,14;1,53;15,12;5,71;19,43;9,06;11,1;28,33;9,26;51,0;22,86;40,32;14,005957;11,1443;6,86735;7,84755;10,0;11,2;;5,8;5,7584;3,11531;13,2502;25,3606;11,7074;17,6138;9,51749;5,96327;7,20531;8,3762;3,97859;3,15236;2,92361;8,2779;;7,35589;5,23818;3,9;6,88078;14,6;10,2;8,0;10,3;16,0571;9,9116;16,5016;7,19178;10,0085;5,4253;13,6989;15,9663;18,1961;12,5284;6,68191;12,0049;12,2793;3,74221;5,4646;14,0417;4,79062;4,33174;5,86738;;11,2824;1,1;9,30507;;6,47114;3,97017;3,17431;21,0835;11,7437;41,0469;8,47706;4,86325;21,2429;1,49189
15.08.2016 20:00;6,64101;5,36316;8,67591;29,9504;25,8662;25,24;14,0067;5,37431;23,1211;8,6016;4,31687;66,3889;15,8738;23,1177;8,38904;15,6035;27,3;13,8;32,5;;4,1;4,6;29,3;26,4;0,6;12,9;4,0;35,7;5,3;24,8;6,2;17,3;16,4;28,0;18,05872;13,7;22,9;30,4;14,4;;3,6157;10,6302;11,7089;3,91535;19,4785;13,4923;62,0795;62,217;7,90718;48,7411;38,7533;20,5083;7,55554;25,2692;43,0949;10,2435;26,862;4,053;5,04;2,83;13,986;6,61;46,53;14,66;16,9;31,73;9,56;68,7;30,46;31,22;27,80581;21,6375;7,25789;14,9609;11,4;12,2;;10,2;5,81115;4,21723;14,9816;26,128;14,9155;30,6037;17,9305;8,80827;8,73594;10,4902;4,30101;3,85686;3,68929;10,43;;9,13989;5,6536;5,9;8,17798;21,3;7,7;19,0;8,7;33,6942;12,334;30,635;13,5099;30,9856;13,435;29,4947;95,9219;25,1665;25,3701;39,307;8,22183;16,9419;7,37076;7,75794;15,1218;9,45962;4,49639;7,79331;;16,841;1,4;22,4227;;9,82047;8,70747;9,38423;22,2084;15,8243;49,2234;10,4416;5,25443;34,4287;4,09221
15.08.2016 21:00;2,3576;4,02688;20,4586;25,1237;32,2443;26,4424;10,9459;4,63023;16,8391;6,88436;16,3939;72,0851;41,4468;32,0212;10,8297;20,5471;25,0;17,2;29,3;;3,3;3,3;20,2;24,2;0,9;13,5;7,3;31,9;8,3;39,0;12,5;19,4;22,8;27,6;23,39599;14,8;29,3;44,88;22,3;;5,22247;7,53859;14,2598;6,70846;22,6142;10,1756;67,4522;66,1366;22,1919;49,2202;31,1843;20,8052;12,3266;53,8494;58,1154;6,91724;34,3475;4,664;5,74;3,93;13,23;8,71;44,23;11,56;12,2;29,73;12,16;51,2;32,76;31,52;35,605664;26,3585;7,0397;24,5315;8,7;15,3;;7,7;10,0584;4,84055;19,2214;29,4852;8,06391;26,1562;9,95366;8,46476;7,98973;8,58006;4,30328;3,68129;3,75087;8,6109;;13,4313;5,30184;5,5;7,73709;14,4;5,2;22,0;8,3;44,9161;12,2272;52,3233;24,652;42,6226;23,6615;62,3169;109,47;25,8254;29,1187;42,8277;8,56111;17,9335;12,0031;7,8323;11,0604;19,8248;7,00004;6,8338;;31,5209;1,9;23,3021;;24,6197;8,57663;8,84866;29,183;18,2813;51,1141;12,7068;3,33785;28,082;24,3647
15.08.2016 22:00;1,51048;6,12106;14,6119;24,2362;20,4611;23,0401;11,052;4,26801;14,2448;6,59668;19,0652;61,2265;32,3181;25,658;10,4289;34,1552;25,1;22,5;11,6;;4,8;2,6;15,1;18,8;1,5;7,7;13,3;13,8;6,7;23,5;12,1;13,7;27,2;33,6;28,17849;11,7;26,8;41,3;26,1;;4,5128;5,4731;23,9218;4,10708;16,107;9,5515;48,1628;57,3531;26,7314;43,3031;23,6291;17,1501;22,4143;57,9155;50,9986;10,737;32,7164;3,7;;3,83;12,726;11,31;39,73;8,86;8,6;30,93;7,26;52,5;32,06;24,92;45,405517;25,8078;6,65778;26,8389;10,3;9,1;;8,2;10,1341;3,3136;16,5117;19,3011;9,15477;20,8987;6,37521;7,24284;6,02494;6,35966;3,98392;2,75195;3,37808;6,67022;;8,99714;4,1065;3,7;6,54971;15,9;3,7;13,0;11,6;28,6821;17,8416;49,448;30,5425;25,3601;21,9418;52,7022;81,926;22,5543;24,0726;34,2136;7,25754;14,4499;20,0877;6,45512;8,53336;27,2136;3,86861;8,22121;;;2,0;19,1865;;14,8089;6,73091;7,2832;40,0139;22,3632;40,8971;24,9962;3,57795;29,0146;40,954
15.08.2016 23:00;1,68681;11,4152;19,1306;11,8077;12,6606;14,2502;11,6653;2,70973;13,6212;4,2256;19,7465;46,4627;42,5027;19,1875;11,0429;43,3817;16,8;20,5;11,1;;2,4;2,6;13,1;18,9;4,7;6,4;15,7;14,0;11,2;14,5;10,5;16,9;25,6;26,7;21,59777;23,2;23,4;33,01;17,5;;2,74298;6,89701;22,4394;2,71716;19,2714;10,4262;40,7219;44,0227;13,785;34,552;14,7466;11,1836;26,9883;55,2855;43,3697;13,5597;24,7088;4,499;;3,83;16,128;17,11;32,13;3,96;5,7;22,63;6,96;56,1;27,26;28,72;49,70537;20,4154;6,17851;25,5699;16,2;7,7;;20,6;10,5422;2,36716;17,2691;21,5026;6,7192;23,7725;5,69882;6,67142;3,89138;6,60955;4,08389;2,87095;3,50058;6,69572;;6,7074;3,62582;2,5;5,56924;18,4;1,8;19,0;18,9;19,3558;15,8367;31,173;11,9936;18,1381;13,7744;44,3483;88,4576;14,1399;17,7874;16,8916;7,60678;7,35058;21,2806;5,37484;5,36794;;1,93112;6,80329;;10,9493;2,2;26,7253;;11,9863;5,27333;7,63043;31,4784;20,0786;33,6512;15,5849;2,67952;26,409;6,03024
16.08.2016 00:00;2,79577;6,99898;28,48;12,7307;6,69094;8,25187;23,83;2,56367;12,2812;3,191;19,4652;37,7901;33,4621;13,8641;11,2866;19,3463;8,8;12,4;12,5;;5,4;2,9;3,0;19,4;3,2;5,8;7,3;11,7;12,8;26,0;5,0;6,8;13,8;14,4;14,30924;12,8;21,6;25,26;11,1;;3,35843;3,47453;18,9091;2,03716;11,6319;13,324;45,0887;36,9868;16,2488;38,9012;9,09611;6,63092;26,8478;21,9577;20,3388;11,8874;18,5549;4,238;;4,33;16,002;18,61;28,03;4,06;6,5;17,93;10,46;37,7;20,76;17,32;41,805223;18,2962;5,73339;23,4332;14,7;8,4;;21,7;7,04158;1,70805;12,6171;10,3997;4,82842;13,8009;5,91166;5,30043;3,98593;4,65242;3,78293;2,98502;3,62986;5,23888;;5,22348;3,11012;2,2;3,89799;13,4;2,2;23,0;10,0;11,2375;21,8749;37,1615;8,21574;25,7143;14,5673;51,0955;69,8942;11,9897;18,6298;11,1571;5,83861;6,39352;15,5021;4,98235;4,15382;10,6528;1,99202;2,38312;;12,1231;2,8;22,2455;;16,5955;5,12228;19,6407;7,24412;15,7126;26,1137;10,5819;1,92631;19,2337;4,65306
16.08.2016 01:00;1,87057;10,3965;27,3117;10,149;6,63517;10,7423;22,572;6,73183;11,3791;3,00018;16,6795;36,9181;30,2133;11,2335;13,0;17,071;5,0;5,7;8,2;;2,1;2,6;0,9;19,4;2,0;6,1;5,9;9,4;11,2;10,9;6,1;8,2;10,9;9,6;11,38235;9,5;24,9;16,6;10,9;;4,57404;2,45267;6,0945;1,49667;4,62332;11,4624;33,5025;;13,4743;30,183;6,13482;5,86028;29,678;12,6999;12,1377;10,2595;7,44972;4,434;;4,43;13,734;15,91;25,03;4,06;5,4;18,33;9,96;38,7;24,86;21,92;35,205076;18,0403;6,05843;18,3584;10,8;5,3;;7,0;5,90797;1,64538;12,0987;7,36439;3,86585;11,6074;16,9193;3,85926;3,63734;3,90629;3,63728;3,86338;3,05277;5,48691;;4,19418;2,99233;2,1;3,14673;8,4;3,2;22,0;10,6;9,00744;18,5129;35,8697;13,5656;39,2999;21,3788;48,5213;60,2248;11,2363;26,7632;12,7472;4,22027;6,49868;13,4509;5,21286;5,02219;6,08972;2,25323;2,00685;;6,37121;1,8;22,5305;;20,7905;3,92663;20,8161;11,8887;12,2962;15,9365;8,99915;1,38949;12,0828;4,74388
16.08.2016 02:00;1,65388;7,07174;13,6126;8,37775;7,19974;12,0923;21,7325;12,5725;11,9245;3,50089;15,2015;21,4197;29,5638;19,291;10,9053;15,7416;4,6;5,1;8,8;;1,2;2,4;5,2;20,0;1,9;8,2;4,3;8,6;10,8;5,4;6,3;8,6;10,0;11,2;9,48848;7,1;25,2;13,89;10,4;;3,96156;2,06708;6,06741;1,37558;6,243;11,1199;31,0233;28,6401;13,6453;26,708;6,92433;5,40884;26,6089;12,3791;11,6877;6,86627;6,41795;5,065;7,14;3,63;8,316;13,91;18,93;4,36;5,8;16,53;9,46;24,5;14,96;14,02;26,30493;13,5338;6,45952;17,0936;8,7;6,6;;7,6;5,09289;1,72399;11,2882;8,7559;3,2943;10,7699;35,7956;3,92191;4,38954;4,54959;3,7428;3,94656;3,20274;5,98718;;4,34389;3,71495;2,664;3,79613;7,6;3,2;18,0;7,5;7,35058;18,685;39,3829;17,273;31,2591;24,4906;44,5889;46,4752;10,2221;22,6246;11,1061;4,40224;10,6429;12,6165;5,25747;4,20799;4,79487;1,18863;2,81471;;7,18381;1,5;28,2555;;22,2518;4,55873;15,4466;13,546;8,72938;12,1377;7,18168;1,19669;8,86584;5,46673
16.08.2016 03:00;1,6252;7,54178;12,2063;10,1378;9,83777;10,482;20,6515;7,34208;7,39473;3,52548;15,4973;15,5669;28,0129;13,1774;10,4854;14,0829;5,0;5,0;9,1;;1,1;3,0;7,4;14,2;1,9;8,5;3,6;10,4;11,4;5,5;5,8;9,6;10,6;10,9;8,9911;7,3;15,0;13,68;12,2;;3,98264;1,96511;8,02084;1,55996;9,44322;10,6929;31,0865;28,0108;21,791;23,029;4,40739;4,8448;22,7511;10,0502;9,7564;10,2219;4,67165;6,808;;4,13;6,678;11,21;15,33;3,96;5,6;18,53;9,76;12,9;11,06;6,32;21,704783;10,874;8,93067;20,6084;8,2;6,0;;5,0;4,45203;1,71761;12,4781;9,06182;3,23771;8,56788;30,8529;4,88787;6,26953;6,65589;3,92212;3,96078;3,34724;4,89072;;4,02317;4,07307;2,764;4,85299;7,8;5,0;17,0;8,4;6,13062;21,946;32,837;5,24897;25,4823;21,8913;40,7368;60,5455;9,36075;13,8617;8,72828;4,58006;8,1175;14,0463;7,74094;4,91756;5,83319;1,23696;4,37353;;5,21657;1,4;20,8177;;23,0235;4,98584;10,176;18,5763;7,15568;14,0681;7,21143;1,44732;8,24125;6,3489
16.08.2016 04:00;2,93386;9,97798;19,3641;11,4253;10,3662;12,1226;13,5779;4,12726;7,54733;3,49764;14,4027;18,2543;24,284;15,0538;11,2409;12,6808;9,2;7,5;7,2;;1,3;3,2;7,1;17,2;1,6;10,5;10,5;11,2;13,0;11,5;5,6;11,9;15,3;15,6;12,09016;12,1;17,0;17,29;14,1;;3,48595;2,94767;10,6721;2,53393;8,71766;9,36561;36,8496;29,2067;22,7411;21,2221;5,91414;6,78441;16,6637;10,3907;10,9704;14,5314;5,16771;7,035;;4,63;6,678;12,01;16,23;4,26;6,3;19,43;9,96;18,6;11,96;6,72;20,604636;13,4116;14,2684;26,1124;7,6;9,8;;7,7;6,0679;1,36071;;7,53222;3,45259;8,95188;15,3413;6,6723;10,5948;7,75037;3,68889;3,83721;3,93482;4,65413;;4,99404;3,75474;2,1;4,84596;9,0;5,5;18,0;9,3;10,9531;20,2013;37,9386;5,83372;22,9647;18,0894;40,5121;63,9601;11,2753;20,6156;9,22062;4,54641;9,50158;17,3275;12,4503;5,29836;7,20134;1,35593;4,46062;;4,39866;1,4;22,099;;22,0943;4,8464;7,54049;21,1716;7,94621;10,3912;7,96401;1,85895;9,86911;6,34465
16.08.2016 05:00;4,20321;10,5033;32,7825;9,1128;10,448;21,2317;14,1736;2,88712;12,0098;3,50523;17,665;41,761;22,5935;18,3642;13,71;18,616;19,8;11,8;6,1;;1,9;5,3;7,3;29,7;1,5;12,7;6,6;12,9;16,3;12,9;6,2;13,7;21,5;23,8;15,03618;20,9;22,6;22,57;24,1;;3,4152;1,77179;15,2647;3,51137;12,795;12,838;39,1057;33,1955;33,7351;23,0805;9,65428;12,1131;15,376;17,3668;24,2748;22,8237;8,95666;7,515;;3,13;9,198;11,61;21,03;8,46;12,0;22,73;14,46;21,4;19,76;11,72;29,904489;18,3345;16,868;24,6182;11,6;8,9;;12,7;6,47632;1,43453;15,4277;9,10165;;12,7429;11,1577;8,62639;14,0999;19,5315;4,31193;5,93094;4,25979;6,46787;;7,0898;4,96282;3,6;;13,2;5,4;22,0;11,2;24,0062;19,9682;29,2371;22,6275;21,7049;17,1377;36,3588;50,112;18,5403;32,1062;12,0026;8,3374;11,1249;15,2652;11,1183;8,0373;16,2886;1,93749;4,10795;;10,2287;1,8;26,321;;23,8844;6,1083;12,8074;34,3757;14,0913;13,3474;11,2792;3,77099;16,85;25,0753
16.08.2016 06:00;3,9998;6,3882;34,1294;7,24329;12,266;23,5075;14,455;2,44577;16,1274;5,00828;17,9832;51,7058;26,9199;28,3895;21,4256;22,1144;14,8;13,5;7,2;;4,7;5,1;15,2;38,7;1,4;14,1;5,2;15,4;15,1;21,6;6,2;25,0;24,8;23,5;25,40464;20,0;25,8;28,85;28,9;;2,31479;1,83446;12,7222;4,47302;22,2684;13,8662;45,2608;35,6583;35,4007;26,5258;10,4946;15,3125;16,6767;30,7566;28,5024;25,2844;11,0864;6,351;5,04;2,63;16,128;12,21;17,23;9,66;12,0;25,53;13,96;38,1;27,56;17,22;32,204342;24,0832;17,1627;24,0426;12,7;10,5;;4,5;7,34329;1,58643;17,8506;11,9133;6,00436;16,0072;15,2172;13,766;18,6351;23,5925;4,52859;8,71763;5,01158;9,4235;;11,3807;8,03633;4,1;17,9986;16,3;8,5;24,0;12,9;23,9276;19,3274;28,5929;15,5837;17,8421;21,7936;37,0997;63,4789;19,9902;31,855;15,1128;12,2864;14,2797;14,127;11,5662;9,22965;22,7857;2,76656;4,3194;;11,9293;2,2;24,4117;;21,8641;7,84086;18,4187;32,0233;22,5262;21,228;14,6927;8,05136;20,3038;6,47106
16.08.2016 07:00;5,18577;3,64714;27,1104;7,99641;14,5062;21,9237;15,0794;3,15958;11,8961;3,18044;25,6794;51,291;21,9205;16,5441;30,7683;19,8439;16,8;14,6;6,4;;3,2;2,7;18,8;31,7;1,6;11,4;19,5;17,3;15,1;23,7;2,6;24,1;19,6;18,5;24,33336;12,9;21,2;25,07;20,5;;1,65967;3,36512;8,04846;4,68387;26,4562;16,1612;55,6015;32,9156;33,9444;34,8844;12,2798;15,7745;19,5293;46,9757;47,3166;29,112;15,646;4,905;5,64;2,23;10,08;15,71;14,73;8,16;10,8;21,93;9,06;60,2;19,76;22,72;25,604195;22,202;16,2512;21,8032;10,4;10,6;;4,3;7,78477;1,39523;17,268;8,76386;8,30559;20,4345;12,428;14,8454;12,5651;17,3521;4,98879;9,15392;4,98213;9,76448;;11,1778;7,99813;5,1;8,81306;19,8;8,0;22,0;11,7;25,564;18,716;26,0202;12,8471;27,593;20,2019;36,0911;59,1907;19,1699;33,9837;13,7213;12,6704;12,5204;14,7734;12,9569;8,88549;16,6631;4,87188;4,84907;;15,449;1,8;18,227;;15,6133;4,52597;14,8788;26,5412;18,0359;29,6525;15,0092;7,81348;22,1494;6,69997
16.08.2016 08:00;8,22532;5,92614;11,6738;9,2084;14,1376;15,3332;16,123;6,23206;6,8279;5,06541;;47,5881;11,5033;13,9252;12,146;9,47184;17,9;10,6;7,6;;2,2;1,9;7,9;27,4;1,3;7,7;6,6;15,4;11,7;19,2;2,3;21,4;11,0;9,9;15,85877;12,1;15,1;19,88;8,2;;2,52777;4,32431;7,25232;3,23606;21,8935;13,222;56,0683;27,3852;36,9191;37,626;15,8854;14,6927;20,2069;25,8067;30,5812;21,2472;17,694;3,14;5,74;1,53;7,686;17,21;12,13;7,16;9,7;14,53;6,76;51,2;13,06;19,62;18,104049;20,3161;11,3139;18,3595;8,9;7,8;;3,0;5,02829;1,87588;13,4637;6,57781;6,87185;20,05;7,45169;11,5494;8,66952;14,118;5,10306;11,1533;4,74551;8,07183;;19,4052;9,27737;4,6;7,46651;16,9;6,6;12,0;8,1;25,7122;16,8283;21,6497;10,7258;26,5819;18,7195;33,358;39,7085;15,8423;30,541;19,5602;26,5556;12,2288;9,32153;13,7149;8,86212;17,711;5,54533;3,83843;;15,0512;1,7;14,1286;;7,49846;4,40954;4,91223;18,9925;12,0947;36,6801;12,5815;6,45673;21,9529;5,77849
16.08.2016 09:00;4,24676;6,06476;8,73599;6,35687;14,3103;13,1625;8,27371;5,00997;4,59789;4,13576;;38,0238;8,732;11,2888;6,47;9,24133;14,6;9,2;6,6;;2,7;1,7;5,7;25,4;0,6;5,6;5,5;7,3;3,5;10,2;1,8;8,0;7,2;13,1;9,7563;12,0;10,2;12,96;6,7;;2,99478;5,3127;5,56339;2,32308;15,859;17,7747;59,0102;26,5067;40,3182;38,3059;18,4773;20,3755;20,8429;35,2711;44,6942;18,1;15,0076;2,759;4,84;1,13;9,576;13,41;10,03;5,86;9,4;10,63;5,16;54,0;13,56;20,02;13,203902;18,8374;7,19109;11,6795;7,9;6,6;;1,8;6,66877;3,26208;10,5723;6,80938;5,03135;13,3697;5,06409;8,35564;5,73326;10,2324;4,33069;10,2623;4,22978;9,21478;;12,7398;;4,5;5,34959;9,6;2,7;7,0;5,8;18,4205;16,5717;25,0179;7,85885;18,6459;9,94771;19,3229;32,1104;9,60673;20,8859;10,7242;28,6279;10,2175;6,10087;8,44201;7,93374;11,1517;5,59844;4,20429;;;1,7;7,56957;;4,723;3,0689;4,55723;11,6797;8,18498;33,588;14,7245;6,4228;17,353;3,61102
16.08.2016 10:00;7,38085;7,08927;7,34994;7,19284;6,70953;;7,38153;2,31883;2,25543;3,24614;7,8544;53,9864;8,1738;5,54692;6,47106;10,5882;13,7;6,3;5,0;;0,8;1,5;7,3;22,6;0,3;3,4;4,8;6,6;3,1;7,0;1,5;6,2;6,7;10,1;8,6085;7,7;10,3;9,81;6,6;;2,18526;4,93562;5,81726;0,71785;10,9988;8,91629;49,2728;19,0223;26,8933;26,5954;6,18929;29,6657;20,718;24,2378;21,384;13,8028;5,70732;2,037;3,64;0,93;8,82;9,01;7,33;3,76;6,8;11,23;5,36;58,0;11,36;19,92;9,103755;17,5463;7,54391;7,58595;6,1;6,4;;2,2;5,96981;3,0331;9,50636;10,7024;5,83583;6,96234;3,2961;6,50927;4,24729;7,72766;5,31642;8,16131;3,78666;9,91956;3,83632;9,16901;3,93877;6,8;6,81711;7,8;1,2;4,0;6,9;13,1843;15,1786;21,4537;6,78016;7,89637;6,73396;23,6174;27,3145;8,35263;12,5252;10,0837;16,3347;8,84512;4,0322;6,34094;12,8678;4,11292;5,86665;6,75407;;15,911;1,5;6,21872;;5,5218;2,97281;4,04748;12,1465;8,60232;35,5324;22,0347;5,67012;17,8956;3,4501
16.08.2016 11:00;8,69163;6,58472;6,14775;5,35519;6,32341;12,7026;;1,66291;2,31652;6,12077;4,76619;39,1323;7,21461;5,3605;5,05724;11,6558;17,5;7,9;3,9;;4,1;1,5;3,1;34,2;0,3;3,9;4,4;6,0;2,2;5,6;1,2;6,6;6,6;9,4;10,80845;7,4;9,6;9,18;6,4;;1,79324;5,07583;6,18744;0,75205;9,12183;6,54142;51,0716;12,3181;22,3916;26,0154;5,95526;16,5234;12,424;15,5435;16,5604;10,3515;6,09609;1,843;4,64;0,63;6,552;7,51;8,63;3,56;7,3;9,13;4,16;54,3;9,46;18,22;9,303608;10,9228;5,35993;8,76761;7,3;6,7;;2,3;4,71955;3,02607;8,0373;8,3958;7,32068;4,96058;6,30567;;8,65601;11,2987;6,49077;4,48603;3,34099;11,4672;;11,8836;5,47533;6,7;7,14817;5,0;1,4;4,0;5,9;9,57328;13,6172;18,6866;6,09238;5,97861;4,23561;16,2478;25,8821;6,37164;9,80644;7,26082;7,91263;7,39147;2,33636;4,22711;7,43024;4,1756;5,90171;4,65062;7,80202;11,609;1,4;5,71109;;5,03915;2,03664;2,18251;10,1055;8,08774;56,7054;16,8415;5,51605;17,5686;2,48932
